full_address_or_zip_code,zipcode,date_of_sale,sale_year,zone,cats_allowed,dogs_allowed,coop_condo,garage_exists,num_bedrooms,num_floors_in_building,num_full_bathrooms,num_half_bathrooms,num_total_rooms,dining_room_type,fuel_type,kitchen_type,community_district_num,approx_year_built,sq_footage,walk_score,maintenance_cost,parking_charges,sale_price
"42-28 147th St,  Flushing NY, 11355",11355,2016-05-27,2016.0,2.0,0,0,2,0,2,7.0,2,0,6,3.0,3.0,5.0,25.0,2015.0,6215.0,83,,0,489000.0
"116-11 Curzon Rd,  Kew Gardens NY, 11415",11415,2016-05-27,2016.0,8.0,1,1,2,1,2,8.0,2,0,4,4.0,3.0,5.0,27.0,2010.0,1172.0,89,,0,630000.0
"110-45 71 Rd,  Forest Hills NY, 11375",11375,2016-05-27,2016.0,6.0,1,1,1,1,2,7.0,1,0,4,3.0,1.0,5.0,28.0,1952.0,1000.0,96,857.0,0,359888.0
"120-17 Riviera Ct,  College Point NY, 11356",11356,2016-05-31,2016.0,2.0,1,1,2,1,3,3.0,3,0,7,5.0,3.0,4.0,25.0,1989.0,2050.0,48,,0,670000.0
"33-68 21 St,  Long Island City NY, 11106",11106,2016-05-31,2016.0,5.0,1,1,1,0,3,,1,1,5,4.0,3.0,2.0,30.0,1958.0,1035.0,93,869.0,500,505000.0
"3114 Crescent St,  Astoria NY, 11106",11106,2016-05-31,2016.0,5.0,1,0,1,0,1,4.0,1,0,3,,1.0,2.0,30.0,1926.0,,97,757.0,0,310000.0
"61-35 255 St,  Little Neck NY, 11362",11362,2016-06-01,2016.0,1.0,1,0,1,0,1,2.0,1,0,4,,3.0,2.0,26.0,1952.0,,68,687.0,0,176000.0
"124-16 84 Rd,  Kew Gardens NY, 11415",11415,2016-06-01,2016.0,8.0,0,0,1,0,1,6.0,1,0,3,3.0,1.0,4.0,28.0,1928.0,1000.0,90,775.0,0,220000.0
"88-17 51st Ave,  Elmhurst NY, 11373",11373,2016-06-02,2016.0,9.0,1,1,2,0,2,4.0,1,0,4,,3.0,4.0,24.0,1989.0,807.0,96,,0,459000.0
"132-73 Maple Ave,  Flushing NY, 11355",11355,2016-06-03,2016.0,2.0,0,0,2,0,2,4.0,2,0,6,3.0,3.0,4.0,25.0,2009.0,1044.0,97,,0,565000.0
"110-61 64th Rd,  Forest Hills NY, 11375",11375,2016-06-06,2016.0,6.0,0,0,1,0,3,3.0,2,2,5,5.0,1.0,5.0,28.0,1940.0,2000.0,76,1498.0,0,850000.0
"34-41 85 St,  Jackson Heights NY, 11372",11372,2016-06-06,2016.0,9.0,0,0,1,0,2,6.0,1,0,4,4.0,1.0,2.0,30.0,1947.0,1000.0,96,1098.0,0,335000.0
"Beechhurst NY, 11357",11357,2016-06-07,2016.0,2.0,0,0,1,0,1,6.0,1,0,3,4.0,3.0,4.0,25.0,1956.0,1300.0,35,1081.0,100,352500.0
"71-28 163 St,  Fresh Meadows NY, 11365",11365,2016-06-07,2016.0,3.0,0,0,2,0,2,4.0,1,1,5,3.0,3.0,4.0,25.0,2007.0,850.0,80,,0,405000.0
"34-20 Parsons Blvd, Flushing NY, 11354",11354,2016-06-07,2016.0,2.0,0,0,1,0,2,,1,0,4,,,,25.0,,,97,,0,235000.0
"23-25 Bell Blvd,  Bayside NY, 11360",11360,2016-06-09,2016.0,2.0,0,0,1,0,2,6.0,2,0,6,,3.0,4.0,25.0,1960.0,1250.0,75,1296.0,20,370000.0
"89-35 155th Ave, Howard Beach NY, 11414",11414,2016-06-09,2016.0,8.0,1,0,1,0,1,1.0,1,0,4,,3.0,5.0,27.0,1950.0,800.0,77,634.0,0,120000.0
"199-11 22nd Ave,  Whitestone NY, 11357",11357,2016-06-09,2016.0,2.0,1,0,1,0,1,2.0,1,0,3,4.0,1.0,2.0,25.0,1955.0,,78,750.0,0,128000.0
"209-90 23rd Ave,  Bayside NY, 11360",11360,2016-06-09,2016.0,2.0,0,0,2,1,1,22.0,1,0,4,3.0,3.0,4.0,25.0,1972.0,874.0,82,,99,475000.0
"87-50 204 St,  Hollis NY, 11423",11423,2016-06-13,2016.0,4.0,0,0,1,0,2,,1,0,6,3.0,3.0,4.0,28.0,1954.0,,79,779.0,0,130000.0
"35-61 84 St,  Jackson Heights NY, 11372",11372,2016-06-13,2016.0,9.0,0,0,2,0,2,,2,0,5,3.0,3.0,4.0,30.0,2014.0,980.0,99,,0,655000.0
"85-15 Main St,  Briarwood NY, 11435",11435,2016-06-14,2016.0,4.0,1,1,1,1,1,12.0,1,0,3,3.0,1.0,2.0,28.0,1965.0,,88,487.0,0,142000.0
"226-07 Kingsbury Ave,  Bayside NY, 11364",11364,2016-06-15,2016.0,1.0,1,1,1,1,1,2.0,1,0,3,3.0,3.0,2.0,26.0,1950.0,,60,655.0,0,155000.0
"209-80 18 Ave,  Bayside NY, 11360",11360,2016-06-15,2016.0,2.0,0,0,1,0,2,6.0,1,0,5,,1.0,4.0,25.0,1959.0,1100.0,75,1210.0,31,190000.0
"63-81 A Douglaston Pky,  Douglaston NY, 11362",11362,2016-06-16,2016.0,1.0,1,1,2,1,3,3.0,1,1,6,3.0,3.0,4.0,26.0,1971.0,,68,,0,660000.0
"219-65 67 Ave,  Bayside NY, 11364",11364,2016-06-16,2016.0,1.0,1,1,2,0,1,1.0,1,0,3,5.0,3.0,4.0,26.0,1983.0,,75,,0,408000.0
"66-70 79th St,  Middle Village NY, 11379",11379,2016-06-16,2016.0,6.0,0,1,2,0,3,3.0,2,0,6,3.0,3.0,2.0,24.0,1987.0,1033.0,84,,0,460000.0
"139-15 83rd Ave,  Briarwood NY, 11435",11435,2016-06-16,2016.0,4.0,1,1,1,0,1,7.0,1,0,3,3.0,1.0,2.0,28.0,1958.0,800.0,85,727.0,0,160000.0
"Garden Hills NY, 11367",11367,2016-06-17,2016.0,3.0,0,0,1,0,1,2.0,1,0,3,3.0,5.0,4.0,25.0,1950.0,,67,735.0,0,169000.0
"189-11 39th Ave,  Flushing NY, 11358",11358,2016-06-17,2016.0,2.0,1,1,1,0,1,2.0,1,0,3,,1.0,2.0,25.0,1952.0,,83,676.0,0,170000.0
"72-15 37th Ave,  Jackson Heights NY, 11372",11372,2016-06-20,2016.0,9.0,1,0,1,0,0,6.0,1,0,2,3.0,1.0,2.0,30.0,1937.0,,98,397.0,0,182000.0
"196-18 69 Ave,  Fresh Meadows NY, 11365",11365,2016-06-21,2016.0,3.0,1,0,1,1,1,,1,0,3,3.0,3.0,2.0,26.0,1952.0,,65,671.0,0,162000.0
"140-14 Cherry Ave,  Flushing NY, 11355",11355,2016-06-21,2016.0,2.0,0,0,2,0,2,,2,0,5,3.0,,4.0,25.0,2008.0,,92,,0,599000.0
"12-36 Diane Pl,  Bayside NY, 11360",11360,2016-06-22,2016.0,2.0,0,0,2,0,1,2.0,1,0,4,5.0,3.0,4.0,25.0,1986.0,750.0,59,,0,475000.0
"84-29 153rd Ave,  Howard Beach NY, 11414",11414,2016-06-22,2016.0,8.0,1,1,2,0,2,,2,0,5,,3.0,2.0,27.0,1965.0,,76,,30,285000.0
"125-10 Queens Blvd,  Kew Gardens NY, 11415",11415,2016-06-22,2016.0,8.0,0,0,1,1,0,27.0,1,0,2,,1.0,2.0,28.0,1963.0,,91,612.0,215,120000.0
"Forest Hills, NY 11375",11375,2016-06-23,2016.0,6.0,0,0,1,0,3,,2,0,5,5.0,1.0,2.0,28.0,1940.0,,93,1306.0,0,490000.0
"Jackson Heights, NY 11372",11372,2016-06-23,2016.0,9.0,0,0,1,0,2,6.0,1,1,4,4.0,1.0,2.0,30.0,1958.0,1000.0,98,606.0,0,285000.0
"78-01 Cloverdale Blvd., Bayside, NY 11364",11364,2016-06-24,2016.0,1.0,0,0,1,0,1,2.0,1,0,3,3.0,3.0,2.0,26.0,1955.0,,55,670.0,0,186500.0
"67-48 Springfield Blvd,  Bayside NY, 11364",11364,2016-06-24,2016.0,1.0,1,0,1,0,2,2.0,1,0,4,5.0,3.0,4.0,26.0,1950.0,,76,463.0,9,212000.0
"71-11 162nd St,  Fresh Meadows NY, 11365",11365,2016-06-24,2016.0,3.0,0,0,2,0,2,5.0,2,0,6,5.0,3.0,4.0,25.0,2007.0,1000.0,82,,0,495000.0
"110-45 Queens Blvd,  Forest Hills NY, 11375",11375,2016-06-24,2016.0,6.0,0,0,1,0,2,9.0,1,1,5,5.0,,2.0,28.0,1955.0,,98,1117.0,0,505000.0
"204-07 36 Ave,  Bayside NY, 11361",11361,2016-06-27,2016.0,1.0,0,0,1,0,1,2.0,1,0,3,,1.0,2.0,26.0,1950.0,,82,614.0,0,125000.0
"66-36 Yellowstone Blvd., Forest Hills, NY 11375",11375,2016-06-27,2016.0,6.0,0,0,1,0,3,29.0,3,0,6,5.0,3.0,2.0,28.0,1965.0,,92,1880.0,0,755000.0
"90-09 Northern Blvd,  Jackson Heights NY, 11372",11372,2016-06-27,2016.0,9.0,1,0,1,0,1,6.0,1,0,4,,3.0,2.0,11.0,1952.0,675.0,94,,0,127000.0
"41-05 College Point Blvd,  Flushing NY, 11355",11355,2016-06-27,2016.0,2.0,0,0,2,0,2,,2,0,5,,3.0,2.0,25.0,2002.0,,96,,0,560000.0
"70-52 260th St,  Glen Oaks NY, 11004",11004,2016-06-28,2016.0,7.0,1,1,1,0,3,2.0,1,0,5,3.0,3.0,4.0,26.0,1950.0,856.0,58,789.0,0,301000.0
"74-56 220th St,  Oakland Gardens NY, 11364",11364,2016-06-28,2016.0,1.0,0,0,1,0,2,2.0,1,0,5,3.0,3.0,4.0,26.0,1950.0,,70,632.0,0,220000.0
"85-09 151st Ave,  Howard Beach NY, 11414",11414,2016-06-29,2016.0,8.0,0,0,2,0,3,6.0,2,0,6,5.0,1.0,2.0,27.0,1964.0,,77,,30,355000.0
"65-70 Booth St,  Rego Park NY, 11374",11374,2016-06-29,2016.0,6.0,1,1,1,0,1,,1,0,4,3.0,3.0,4.0,28.0,1947.0,800.0,94,667.0,0,220000.0
"2 Darthmouth,  Forest Hills NY, 11375",11375,2016-06-29,2016.0,6.0,1,1,1,0,1,4.0,1,0,1,3.0,1.0,2.0,28.0,1920.0,,99,592.0,0,125000.0
"56-25175th Pl, Fresh Meadows, NY 11365",11365,2016-06-30,2016.0,3.0,1,1,2,0,2,2.0,2,0,5,,1.0,4.0,26.0,1954.0,,82,,0,540000.0
"86-70 Francis Lewis Blvd,  Hollis NY, 11423",11423,2016-06-30,2016.0,4.0,0,0,1,0,1,7.0,1,0,3,4.0,3.0,4.0,29.0,1955.0,800.0,69,558.0,0,108000.0
"71-11 162nd St,  Fresh Meadows NY, 11365",11365,2016-06-30,2016.0,3.0,1,0,2,0,2,4.0,2,0,6,3.0,3.0,2.0,25.0,2007.0,900.0,82,,0,475000.0
"66-01 Burns St,  Rego Park NY, 11374",11374,2016-06-30,2016.0,6.0,0,0,1,1,1,6.0,1,0,2,5.0,2.0,4.0,28.0,1963.0,,88,435.0,130,160000.0
"107-22 Guy R Brewer Blvd., Jamaica, NY 11433",11433,2016-06-30,2016.0,4.0,0,0,2,0,3,3.0,1,0,6,5.0,3.0,4.0,28.0,1990.0,1000.0,90,,0,160000.0
"83-35 139th St,  Briarwood NY, 11435",11435,2016-06-30,2016.0,4.0,1,0,1,1,2,6.0,1,0,5,4.0,1.0,5.0,28.0,1955.0,,90,806.0,130,276000.0
"175-45 88 Ave,  Jamaica NY, 11432",11432,2016-06-30,2016.0,4.0,0,0,1,0,1,7.0,1,0,4,3.0,3.0,4.0,29.0,1963.0,850.0,93,661.0,0,120000.0
"117-01 Park Lane South,  Kew Gardens NY, 11415",11415,2016-07-01,2016.0,8.0,1,1,1,0,2,6.0,1,0,4,5.0,3.0,2.0,28.0,1936.0,1050.0,84,941.0,0,315000.0
"17-85 165 St,  Whitestone NY, 11357",11357,2016-07-05,2016.0,2.0,1,0,1,1,2,2.0,1,0,5,3.0,1.0,4.0,25.0,1950.0,800.0,89,928.0,20,238888.0
"84-40 153 Ave,  Howard Beach NY, 11414",11414,2016-07-06,2016.0,8.0,1,0,1,0,1,6.0,1,0,4,5.0,3.0,2.0,27.0,1960.0,,77,673.0,70,123000.0
"76-26 113th St,  Forest Hills NY, 11375",11375,2016-07-06,2016.0,6.0,0,0,1,0,0,6.0,1,0,2,3.0,1.0,5.0,28.0,1955.0,,93,509.0,0,119000.0
"85-10 151st Avenue, Howard Beach, NY 11414",11414,2016-07-08,2016.0,8.0,1,0,1,0,1,6.0,1,0,4,3.0,1.0,2.0,27.0,1960.0,,77,593.0,30,124000.0
"110-20 71st Road, Forest Hills, NY 11375",11375,2016-07-08,2016.0,6.0,0,0,1,0,1,,1,0,3,,3.0,2.0,28.0,1956.0,800.0,97,622.0,0,275000.0
"67-11 Yellowstone Blvd,  Forest Hills NY, 11375",11375,2016-07-11,2016.0,6.0,1,1,1,0,2,6.0,1,0,4,3.0,1.0,2.0,28.0,1955.0,,92,913.0,0,380000.0
"84-50 169 St,  Jamaica Estates NY, 11432",11432,2016-07-12,2016.0,4.0,1,1,1,1,1,6.0,1,0,4,3.0,3.0,4.0,27.0,1954.0,,83,706.0,85,125000.0
"55-03 31st Avenue,  Woodside NY, 11377",11377,2016-07-12,2016.0,9.0,1,0,1,0,1,6.0,1,0,4,5.0,3.0,5.0,11.0,1935.0,,93,523.0,0,281000.0
"163-42 Willets Point Blvd,  Whitestone NY, 11357",11357,2016-07-13,2016.0,2.0,1,0,1,0,2,2.0,1,0,4,5.0,1.0,2.0,25.0,1950.0,,81,913.0,0,219000.0
"67-40 136 St,  Flushing NY, 11367",11367,2016-07-14,2016.0,3.0,1,1,1,0,3,2.0,1,0,6,5.0,3.0,2.0,25.0,1950.0,,63,1299.0,0,286000.0
"83-75 Woodhaven Blvd,  Woodhaven NY, 11421",11421,2016-07-14,2016.0,8.0,0,0,1,0,3,6.0,1,0,6,3.0,3.0,4.0,24.0,1960.0,,73,783.0,0,272000.0
"62-15 53 Ave,  Maspeth NY, 11378",11378,2016-07-14,2016.0,9.0,0,0,1,0,2,6.0,1,0,4,3.0,3.0,2.0,24.0,1960.0,,81,722.0,0,247000.0
"Corona NY, 11368",11368,2016-07-14,2016.0,9.0,1,1,2,0,1,4.0,1,0,3,3.0,3.0,5.0,24.0,1991.0,,97,,0,247000.0
"209-39 23rd Ave,  Bayside NY, 11360",11360,2016-07-15,2016.0,2.0,1,0,1,0,2,6.0,2,0,5,5.0,3.0,4.0,26.0,1960.0,1200.0,80,1444.0,26,319000.0
"77-24 141st Street, Flushing, NY 11367",11367,2016-07-15,2016.0,3.0,0,0,1,0,1,2.0,1,0,4,5.0,3.0,5.0,25.0,1937.0,,87,773.0,0,157000.0
"229-12 Hillside Ave,  Queens Village NY, 11427",11427,2016-07-18,2016.0,7.0,0,0,1,0,2,2.0,1,0,4,3.0,3.0,5.0,26.0,1955.0,,71,644.0,0,155000.0
"110-35 72nd Rd,  Forest Hills NY, 11375",11375,2016-07-18,2016.0,6.0,1,1,1,0,0,6.0,1,0,1,,3.0,2.0,28.0,1944.0,500.0,98,519.0,0,150000.0
"118-11 84th Ave,  Kew Gardens NY, 11415",11415,2016-07-19,2016.0,8.0,1,1,1,0,2,6.0,1,0,4,5.0,1.0,2.0,28.0,1938.0,,91,789.0,0,257000.0
"102-29 Nicolls Ave,  Corona NY, 11368",11368,2016-07-19,2016.0,9.0,1,1,2,1,2,3.0,1,0,4,3.0,3.0,2.0,24.0,1992.0,,93,,150,332000.0
"97-40 64th Avenue, Rego Park, NY 11374",11374,2016-07-19,2016.0,6.0,0,0,2,0,2,,2,0,6,3.0,3.0,4.0,24.0,2015.0,977.0,95,,0,648000.0
"89-35 155 Ave,  Howard Beach NY, 11414",11414,2016-07-20,2016.0,8.0,1,0,1,0,2,6.0,1,0,4,5.0,1.0,2.0,27.0,1960.0,,77,731.0,20,130000.0
"2 Bay Club Dr,  Bayside NY, 11360",11360,2016-07-21,2016.0,2.0,1,0,2,0,2,21.0,1,0,5,,1.0,2.0,25.0,1982.0,,82,,0,550000.0
"3114 Crescent St,  Astoria NY, 11106",11106,2016-07-21,2016.0,5.0,1,0,1,0,1,1.0,1,0,3,,1.0,4.0,30.0,1926.0,,97,768.0,0,325000.0
"207-16 Melissa Ct,  Bayside NY, 11360",11360,2016-07-22,2016.0,2.0,0,0,2,0,3,,2,0,7,3.0,3.0,4.0,25.0,1985.0,,58,155.0,0,680000.0
"Rosedale NY, 11422",11422,2016-07-25,2016.0,7.0,0,0,1,0,1,,1,0,4,3.0,3.0,4.0,29.0,1950.0,,82,,0,103500.0
"152-18 Union Turnpike,  Flushing NY, 11367",11367,2016-07-25,2016.0,3.0,0,0,2,0,2,,1,0,4,,5.0,5.0,25.0,1973.0,778.0,90,498.0,0,452000.0
"62-98 Saunders St,  Rego Park NY, 11374",11374,2016-07-25,2016.0,6.0,0,0,1,0,1,6.0,1,0,3,4.0,1.0,4.0,28.0,1930.0,,94,559.0,0,255000.0
"138-31 Jewel Ave,  Kew Garden Hills NY, 11367",11367,2016-07-26,2016.0,3.0,0,0,1,0,1,3.0,1,0,3,5.0,,2.0,25.0,1950.0,,86,560.0,0,205000.0
"125-10 Queens Blvd,  Kew Gardens NY, 11415",11415,2016-07-26,2016.0,8.0,0,0,1,0,1,27.0,1,0,3,,3.0,5.0,28.0,1960.0,,91,,0,185000.0
"110-45 71 Rd,  Forest Hills NY, 11375",11375,2016-07-26,2016.0,6.0,1,1,1,0,2,7.0,1,0,4,4.0,1.0,2.0,28.0,1952.0,,96,906.0,130,415000.0
"18-05 215th St,  Bayside NY, 11360",11360,2016-07-27,2016.0,2.0,0,0,1,0,1,17.0,1,0,3,,3.0,2.0,26.0,1970.0,,67,1250.0,135,344000.0
"Union Turnpike,  Bayside NY, 11364",11364,2016-07-27,2016.0,1.0,0,0,1,0,2,2.0,1,0,5,3.0,3.0,2.0,26.0,1950.0,,79,815.0,0,239000.0
"150-38 Union Turnpike, Flushing, NY 11367",11367,2016-07-27,2016.0,3.0,1,1,2,1,2,13.0,1,0,4,3.0,5.0,2.0,25.0,1973.0,870.0,90,,0,480000.0
"34-30 78th Street,  Jackson Heights NY, 11372",11372,2016-07-27,2016.0,9.0,1,1,1,1,1,6.0,1,0,3,,4.0,5.0,30.0,1951.0,,96,647.0,133,280000.0
"76-36 113 St,  Forest Hills NY, 11375",11375,2016-07-28,2016.0,6.0,0,0,1,1,0,6.0,1,0,2,4.0,3.0,5.0,28.0,1938.0,,93,435.0,0,135500.0
"84-10 153 Ave,  Howard Beach NY, 11414",11414,2016-07-29,2016.0,8.0,1,0,1,0,1,,1,0,3,3.0,3.0,2.0,27.0,1960.0,,76,550.0,0,66000.0
"175-20 Wexford Ter,  Jamaica Estates NY, 11432",11432,2016-07-29,2016.0,4.0,0,0,1,0,1,,1,0,3,,3.0,,29.0,1970.0,,95,773.0,120,185000.0
"224-06 Stronghurst Ave,  Queens Village NY, 11427",11427,2016-08-01,2016.0,7.0,0,0,1,0,2,2.0,1,0,4,4.0,3.0,5.0,26.0,1950.0,571.0,66,644.0,0,155000.0
"221-61 Manor Rd,  Queens Village NY, 11427",11427,2016-08-01,2016.0,7.0,0,0,1,0,2,2.0,1,0,5,5.0,3.0,5.0,26.0,1951.0,,66,,0,207000.0
"141-16 28th Ave,  Flushing NY, 11354",11354,2016-08-01,2016.0,2.0,1,0,1,0,1,6.0,1,0,3,5.0,3.0,2.0,25.0,1952.0,600.0,86,536.0,0,179000.0
"50-21 39 Pl,  Sunnyside NY, 11104",11104,2016-08-02,2016.0,5.0,0,0,1,0,1,6.0,1,0,3,4.0,2.0,4.0,4.0,1961.0,,93,,0,225000.0
"Two Bay Club Dr,  Bayside NY, 11360",11360,2016-08-03,2016.0,2.0,0,0,2,1,2,21.0,2,0,5,3.0,1.0,4.0,25.0,1982.0,1050.0,82,,95,635000.0
"270-10 Grand Central Pky,  Floral Park NY, 11005",11005,2016-08-04,2016.0,7.0,0,0,1,1,1,33.0,1,0,3,3.0,3.0,2.0,,1974.0,630.0,54,656.0,87,289000.0
"227-01 88th Ave,  Queens Village NY, 11427",11427,2016-08-04,2016.0,7.0,0,0,1,0,2,2.0,1,0,4,3.0,3.0,2.0,26.0,1951.0,,73,,0,155000.0
"199-06 21st Ave,  Whitestone NY, 11357",11357,2016-08-04,2016.0,2.0,1,0,1,0,1,2.0,1,0,3,3.0,1.0,2.0,25.0,1950.0,,78,805.0,0,167000.0
"21-15 33rd St,  Astoria NY, 11105",11105,2016-08-04,2016.0,5.0,0,0,1,0,2,5.0,1,0,5,3.0,3.0,5.0,30.0,1921.0,,96,789.0,0,290000.0
"84-10 153rd Avenue, Howard Beach, NY 11414",11414,2016-08-05,2016.0,8.0,0,0,1,0,0,,1,0,2,,1.0,2.0,27.0,1965.0,,76,397.0,0,55000.0
"84-40 153 Ave,  Howard Beach NY, 11414",11414,2016-08-05,2016.0,8.0,1,0,1,0,1,,1,0,3,,3.0,2.0,27.0,1960.0,,77,687.0,0,140000.0
"246-18 57 Dr,  Douglaston NY, 11362",11362,2016-08-08,2016.0,1.0,1,0,1,0,1,,1,0,3,3.0,3.0,2.0,26.0,1955.0,,72,739.0,0,168000.0
"28-02 141 St,  Flushing NY, 11354",11354,2016-08-09,2016.0,2.0,1,0,1,0,2,,1,0,5,5.0,3.0,2.0,25.0,1955.0,950.0,85,824.0,0,238000.0
"255-07 75th Ave,  Glen Oaks NY, 11004",11004,2016-08-09,2016.0,7.0,1,1,1,0,2,2.0,1,0,5,4.0,3.0,4.0,26.0,1950.0,,86,765.0,0,330000.0
"245-78 62nd Ave,  Douglaston NY, 11362",11362,2016-08-10,2016.0,1.0,1,0,1,0,1,2.0,1,0,3,3.0,1.0,2.0,26.0,1953.0,,78,722.0,0,181500.0
"Two Bay Club Dr,  Bayside NY, 11360",11360,2016-08-10,2016.0,2.0,0,0,2,0,1,,1,0,7,3.0,3.0,4.0,25.0,1983.0,,82,,0,640000.0
"150-22 Melbourne Ave,  Flushing NY, 11367",11367,2016-08-10,2016.0,3.0,1,1,1,0,1,,1,0,4,5.0,1.0,2.0,25.0,1950.0,,88,670.0,100,198800.0
"111-14 76 Ave,  Forest Hills NY, 11375",11375,2016-08-10,2016.0,6.0,0,0,2,0,1,,1,0,2,,1.0,2.0,28.0,1938.0,778.0,95,,0,420000.0
"70-25 Yellowstone Blvd,  Forest Hills NY, 11375",11375,2016-08-10,2016.0,6.0,1,0,1,0,3,,2,0,5,5.0,3.0,5.0,28.0,1964.0,,97,1729.0,0,686000.0
"70-25 Yellowstone Blvd,  Forest Hills NY, 11375",11375,2016-08-10,2016.0,6.0,1,0,1,0,3,,2,0,5,5.0,3.0,5.0,28.0,1964.0,,97,1729.0,0,686000.0
"160-15 Powells Cove Blvd,  Beechhurst NY, 11357",11357,2016-08-11,2016.0,2.0,1,0,1,0,1,4.0,1,0,3,3.0,1.0,4.0,25.0,1928.0,,59,790.0,0,175000.0
"246-61 57th Dr,  Douglaston NY, 11362",11362,2016-08-12,2016.0,1.0,1,0,1,0,2,2.0,1,0,5,5.0,1.0,2.0,26.0,1950.0,,77,994.0,0,265000.0
"104-20 68th Dr,  Forest Hills NY, 11375",11375,2016-08-12,2016.0,6.0,1,1,1,1,3,6.0,2,0,6,,3.0,4.0,28.0,1952.0,1379.0,94,1464.0,73,585000.0
"86-23 Shore Pky,  Howard Beach NY, 11414",11414,2016-08-15,2016.0,8.0,1,1,1,0,2,2.0,1,0,5,5.0,1.0,2.0,27.0,1963.0,,70,763.0,0,132000.0
"151-35 84th St,  Howard Beach NY, 11414",11414,2016-08-15,2016.0,8.0,1,1,2,0,1,6.0,1,0,3,3.0,,2.0,27.0,1966.0,,76,512.0,0,259000.0
"105-20 66th Ave,  Forest Hills NY, 11375",11375,2016-08-16,2016.0,6.0,1,1,1,0,1,6.0,1,0,3,3.0,3.0,2.0,28.0,1950.0,743.0,87,595.0,125,235000.0
"143-36 37 Ave,  Flushing NY, 11354",11354,2016-08-16,2016.0,2.0,0,0,2,0,2,,2,0,7,5.0,5.0,5.0,25.0,2007.0,1075.0,98,,0,565000.0
"57-45 74th St,  Middle Village NY, 11379",11379,2016-08-17,2016.0,6.0,0,0,2,0,1,3.0,1,0,3,3.0,,2.0,24.0,1978.0,657.0,84,,0,298000.0
"110-11 Queens Blvd,  Forest Hills NY, 11375",11375,2016-08-17,2016.0,6.0,0,0,1,1,1,33.0,1,0,3,4.0,3.0,2.0,26.0,1964.0,,99,864.0,0,330000.0
"260-27 Langston,  Glen Oaks NY, 11004",11004,2016-08-18,2016.0,7.0,0,0,1,0,1,,1,0,3,,1.0,2.0,26.0,1950.0,,59,497.0,0,177677.0
"144-37 79th Ave,  Kew Garden Hills NY, 11367",11367,2016-08-18,2016.0,3.0,0,0,1,1,2,3.0,1,0,4,3.0,3.0,4.0,25.0,1950.0,,90,870.0,120,230000.0
"67-20 152 St,  Flushing NY, 11367",11367,2016-08-22,2016.0,3.0,1,1,1,0,1,,1,0,3,3.0,1.0,2.0,25.0,1955.0,,89,658.0,0,175000.0
"104-20 68th Dr,  Forest Hills NY, 11375",11375,2016-08-23,2016.0,6.0,0,0,1,1,3,6.0,2,0,8,5.0,1.0,4.0,28.0,1950.0,,94,1493.0,71,690000.0
"144-60 Sanford Ave,  Flushing NY, 11355",11355,2016-08-24,2016.0,2.0,0,0,1,1,2,6.0,1,0,4,5.0,3.0,4.0,24.0,1950.0,1100.0,87,801.0,85,355000.0
"32-43 90th St,  E. Elmhurst NY, 11369",11369,2016-08-24,2016.0,9.0,0,0,1,0,1,6.0,1,0,4,,3.0,,11.0,1952.0,670.0,94,540.0,45,130000.0
"97-10 62 Dr,  Rego Park NY, 11374",11374,2016-08-24,2016.0,6.0,1,1,1,0,2,15.0,1,0,4,,3.0,4.0,28.0,1952.0,,96,825.0,150,315000.0
"32-25 91 Street East, Elmhurst, NY 11369",11369,2016-08-25,2016.0,9.0,1,1,1,0,1,6.0,1,0,3,5.0,1.0,2.0,30.0,1951.0,760.0,94,714.0,0,170000.0
"7-15 162 St,  Beechhurst NY, 11357",11357,2016-08-29,2016.0,2.0,1,0,1,0,1,,1,0,3,3.0,1.0,4.0,25.0,1958.0,,52,837.0,60,246000.0
"253-34 61 Ave,  Little Neck NY, 11362",11362,2016-08-29,2016.0,1.0,1,0,1,0,1,2.0,1,0,3,,1.0,2.0,26.0,1950.0,,68,664.0,0,189000.0
"212-06 69 Ave,  Bayside NY, 11364",11364,2016-08-29,2016.0,1.0,1,0,1,0,1,2.0,1,0,3,,3.0,5.0,26.0,1955.0,,63,546.0,0,155500.0
"1785 215th St,  Bayside NY, 11360",11360,2016-08-30,2016.0,2.0,1,1,1,1,0,17.0,1,0,2,3.0,1.0,2.0,25.0,1970.0,,71,811.0,135,240000.0
"147-14 84 Rd,  Briarwood NY, 11435",11435,2016-08-30,2016.0,4.0,0,0,1,0,1,6.0,1,0,4,3.0,1.0,2.0,28.0,1952.0,,83,723.0,100,145000.0
"119-40 Metropolitan Ave,  Kew Gardens NY, 11415",11415,2016-08-30,2016.0,8.0,1,1,2,0,2,2.0,2,0,4,3.0,3.0,4.0,28.0,1987.0,1096.0,92,,225,470000.0
"164-20 Highland Ave,  Jamaica Hills NY, 11432",11432,2016-08-30,2016.0,4.0,0,0,1,0,1,9.0,1,0,3,3.0,1.0,2.0,28.0,1958.0,,97,814.0,0,129000.0
"251-61 71st Road,  Bellerose NY, 11426",11426,2016-08-31,2016.0,7.0,1,1,1,0,1,,1,0,3,3.0,1.0,2.0,26.0,1950.0,,47,679.0,0,172000.0
"220-46 75 Ave,  Bayside NY, 11364",11364,2016-09-01,2016.0,1.0,0,0,1,1,2,2.0,1,0,4,3.0,3.0,4.0,26.0,1955.0,,68,601.0,0,222000.0
